PZN,Name,Norm,Amount,Darreichung
02835128,Prograf 5mg-Bb ,N3,100 ST,HKP
02835275,Coaprovel 150mg/12.5mg-Bb ,N3,98 ST,FTA
02835281,Prograf 5mg-Bb ,N2,50 ST,HKP
02835298,Prograf 1mg-Bb ,N3,100 ST,HKP
02835306,Prograf 1mg-Bb ,,90 ST,HKP
02835430,Prograf 1mg-Bb ,N2,60 ST,HKP
02835447,Prograf 1mg-Bb ,N2,50 ST,HKP
02835453,Gentamicin B.Braun 1mg/ml,N3,10X80 ML,INF
02835476,Gentamicin B.Braun 3mg/ml,N3,10X80 ML,INF
02836180,Atrovent 500µg/2ml ED Fert-Aca ,N1,50X2 ML,LOV
02836346,Combigan-Aca ,N2,3X5 ML,ATR
02836866,Soluvit N-Emra-Med ,N2,10X10 ML,TSS
02837038,Bramitob 300mg/4ml-kohlpharma ,N2,56 ST,LOV
02837742,Ketozolin 2%,,60 ML,SHA
02837759,Ketozolin 2%,N1,120 ML,SHA
02838440,Roxi Aristo 150mg,N2,14 ST,FTA
02838635,Silgard Injektionssuspens-Emra-Med ,N1,0.5 ML,FER
02838641,Silgard-Emra-Med ,N2,10X0.5 ML,FER
02838977,Omacor-Allomedic ,N3,100 ST,WKA
02839155,Neupro 1mg/24h-Br ,N3,84 ST,PFT
02839161,Neupro 2mg/24h-Br ,N2,28 ST,PFT
02839310,Neupro 2mg/24h-Br ,N3,84 ST,PFT
02839356,Neupro 3mg/24h-Br ,N3,84 ST,PFT
02839497,Neupro 4mg/24h-Br ,N2,28 ST,PFT
02839511,Neupro 4mg/24h-Br ,N3,84 ST,PFT
02839528,Neupro 6mg/24h-Br ,N2,28 ST,PFT
02839787,Neupro 6mg/24h-Br ,N3,84 ST,PFT
02839793,Neupro 8mg/24h-Br ,N2,28 ST,PFT
02839936,Citalopram beta 30mg Filmt,N2,50 ST,FTA
02839942,Citalopram beta 30mg Filmt,N3,100 ST,FTA
02840342,Neisvac-C-Eurimpharm ,N3,20 ST,ISU
02840394,Folsaeure Forte Hevert,N3,20X2 ML,AMP
02840419,Vitamin B12 Forte Hev Inj,N3,20X2 ML,AMP
02840425,Vitamin B12 Fols Hevert,N3,2X20 ST,AMP
02841301,Vitamin C Loges 5ml,N1,5X5 ML,ILO
02841318,Vitamin C Loges 5ml,,50X5 ML,ILO
02841324,Vitamin C Loges 5ml,,200X5 ML,ILO
02841560,Neupro 8mg/24h-Br ,N3,84 ST,PFT
02841577,Atacand Protect 32mg-kohlpharma ,N3,98 ST,TAB
02841755,Metvix 160mg/G Creme,,2 G,CRE
02841790,Lactisol Creme,,15 G,CRE
02841896,Melperon-Neurax 10 mg,N1,20 ST,FTA
02841904,Melperon-Neurax 10 mg,N2,50 ST,FTA
02841910,Melperon-Neurax 10 mg,N3,100 ST,FTA
02842045,Concerta 18mg Retardtabl,N1,30 ST,RET
02842051,Concerta 36mg Retardtabl,N1,30 ST,RET
02842068,Concerta 54mg Retardtabl,N1,30 ST,RET
02842223,Samu Woechn Vorl Ste Maxi,,10 ST,   
02842447,Abilify 10mg-kohlpharma ,N3,98 ST,TAB
02842513,Zomig Nasal 5mg-kohlpharma ,N1,2 ST,NAS
02842536,Zomig Nasal 5mg-kohlpharma ,N2,6 ST,NAS
02842708,Calcium D3 Acis 1000mg/880,N1,20 ST,BTA
02842714,Calcium D3 Acis 1000mg/880,,40 ST,BTA
02842720,Calcium D3 Acis 1000mg/880,,100 ST,BTA
02843056,Eferox Jod 50µg/150µg Tabl,N2,50 ST,TAB
02843062,Eferox Jod 50µg/150µg Tabl,N3,100 ST,TAB
02843866,Trizivir,N2,60 ST,FTA
02843932,Fraxiparine 0.6ml-Pharma ,N3,50X0.6 ML,ILO
02843949,Fraxiparine 0.8ml-Pharma ,N3,50X0.8 ML,ILO
02844050,Lac-Ophtalsystem,,10 ML,ATR
02844216,Ciprobay 500-Aca ,N1,10 ST,FTA
02844222,Ciprobay 500-Aca ,N2,20 ST,FTA
02844340,Infiredukt Saettigungskaps,,64 ST,KAP
02844423,Cymbalta 30mg,N3,98 ST,HKM
02845552,Foliodress Ma C Per Gru Op,,50 ST,   
02845842,Foliodress Ma C Spe Gru Op,,50 ST,   
02845865,Foliodress Ma C Sen Gru Op,,50 ST,   
02846014,Zaldiar 37.5mg/325mg-Pharma ,,20 ST,FTA
02846020,Zaldiar 37.5mg/325mg-Pharma ,N3,50 ST,FTA
02846215,Desferal 2g-Emra-Med ,N1,5 ST,TRS
02846221,Desferal 2g-Emra-Med ,N2,10 ST,TRS
02846250,Klimadynon Uno,N1,30 ST,FTA
02846267,Klimadynon Uno,N2,60 ST,FTA
02846273,Klimadynon Uno,,90 ST,FTA
02846511,SimvaHEXAL 5mg Filmtabl,N2,50 ST,FTA
02846528,SimvaHEXAL 5mg Filmtabl,N3,100 ST,FTA
02846534,SimvaHEXAL 10mg Filmtabl,N1,30 ST,FTA
02846540,SimvaHEXAL 10mg Filmtabl,N2,50 ST,FTA
02846557,SimvaHEXAL 10mg Filmtabl,N3,100 ST,FTA
02846563,SimvaHEXAL 20mg Filmtabl,N1,30 ST,FTA
02846586,SimvaHEXAL 20mg Filmtabl,N2,50 ST,FTA
02846592,SimvaHEXAL 20mg Filmtabl,N3,100 ST,FTA
02846600,SimvaHEXAL 30mg Filmtabl,N1,30 ST,FTA
02846617,SimvaHEXAL 30mg Filmtabl,N2,50 ST,FTA
02846623,SimvaHEXAL 30mg Filmtabl,N3,100 ST,FTA
02846646,SimvaHEXAL 40mg Filmtabl,N1,30 ST,FTA
02846652,SimvaHEXAL 40mg Filmtabl,N2,50 ST,FTA
02846669,SimvaHEXAL 40mg Filmtabl,N3,100 ST,FTA
02846698,SimvaHEXAL 10mg Filmtabl,KP,30 ST,FTA
02846706,SimvaHEXAL 20mg Filmtabl,KP,30 ST,FTA
02846712,SimvaHEXAL 40mg Filmtabl,KP,30 ST,FTA
02847249,Foliodress Ma C Ant Fog T2,,50 ST,   
02847410,Enbrel 25mg Fertigspritze-Haemato ,N1,4 ST,ILO
02847427,Enbrel 50mg Fertigspritze-Haemato ,N2,4 ST,ILO
02847433,Advagraf 1mg Hartkap Ret-Haemato ,N2,50 ST,REK
02847456,Advagraf 5mg Hartkap Ret-Haemato ,N2,50 ST,REK
02847462,Stalevo 50/12.5/200mg-Haemato ,N2,100 ST,FTA
02847479,Stalevo 100/25/200mg-Haemato ,N2,100 ST,FTA
02847485,Viread 245mg Filmtabletten-Haemato ,N2,30 ST,FTA
02848757,Gelonida Schmerztabletten,,30 ST,TAB
02848786,Solcoseryl Akut,,5 G,PST
02848823,Copaxone 20mg/ml Injekt-Haemato ,N2,28 ST,FER
02848875,Symbicort Tur 320/9µg 60ED-Emra-Med ,N1,1 ST,IHP
02848881,Valette-Emra-Med ,N2,3X21 ST,UTA
02848898,Valette-Emra-Med ,N3,6X21 ST,UTA
02848929,Clivarina 1.750-Emra-Med ,N2,20 ST,FER
02848935,Clivarina 1.750-Emra-Med ,N1,10 ST,FER
02849751,Lindenblueten Arzn Salus,,50 G,TEE
02849946,Pentasa Sachet 2g Retard-Cc-Pharma ,N3,120 ST,RGR
02849952,Fsme Immun 0.25junior M Ka-Cc-Pharma ,N1,1 ST,ISU
02849969,Colifoam Rektalsch Fckw Fr-Cc-Pharma ,N1,20.8 G,RSC
02849975,Colifoam Rektalsch Fckw Fr-Cc-Pharma ,N2,2X20.8 G,RSC
02850010,Foradil P+3 Inhalator+Kaps-Cc-Pharma ,N3,3X60 ST,HPI
02850056,Arcoxia 90mg-Cc-Pharma ,N1,20 ST,FTA
02850079,Arcoxia 90mg-Cc-Pharma ,N2,50 ST,FTA
02850085,Arcoxia 90mg-Cc-Pharma ,N3,100 ST,FTA
02850122,Arcoxia 120mg-Cc-Pharma ,,14 ST,FTA
02850205,Repaglinid Abz 1mg Tabl,N3,180 ST,TAB
02850228,Repaglinid Abz 2mg Tabl,N3,180 ST,TAB
02850352,Pantoprazol Aristo 20mg,,14 ST,TMR
02850375,Pantoprazol Aristo 20mg,N2,56 ST,TMR
02850398,Pantoprazol Aristo 40mg,,14 ST,TMR
02850412,Pantoprazol Aristo 40mg,N2,56 ST,TMR
02850429,Pantoprazol Aristo 40mg,N3,98 ST,TMR
02855013,Citalopram Biomo 20mg,N2,50 ST,FTA
02855036,Citalopram Biomo 20mg,N3,100 ST,FTA
02855059,Citalopram Biomo 40mg,N2,50 ST,FTA
02855065,Citalopram Biomo 40mg,N3,100 ST,FTA
02855102,Leponex 100-Pharma ,N3,100 ST,TAB
02855154,Leponex 25-Pharma ,N3,100 ST,TAB
02855220,Foliodress Ma C Ant Sp T2r,,40 ST,   
02855237,Foliodress Ma C Loop Blau,,50 ST,   
02855332,Baldurat,KP,10X20 ST,FTA
02855467,Mirtazapin ratio 15mg,N3,96 ST,SMT
02855728,Pen 0.4 Mega TS 1A Pharma,N1,100 ML,TSA
02855734,Pen 0.4 Mega TS 1A Pharma,N3,200 ML,TSA
02855846,Omeprazol - CT 40mg Hartka,,7 ST,KMR
02855852,Omeprazol - CT 40mg Hartka,,15 ST,KMR
02855869,Omeprazol - CT 40mg Hartka,N1,30 ST,KMR
02857207,Trental 400-kohlpharma ,N3,100 ST,RET
02858595,Buscopan-Emra-Med ,N1,5X1 ML,AMP
02858603,Buscopan-Emra-Med ,,50X1 ML,AMP
02858715,Cikaflogo,,10 ML,GEL
02858980,Lactel Nr2 Festhaft Schupp,,100 ML,SHA
02858997,Lactel Nr3 Fettende Kopfh,,200 ML,SHA
02859005,Lactel Nr4 Trock Juck Kopf,,200 ML,SHA
02859011,Lactel Nr5 Hypoallergen,,200 ML,SHA
02859293,Bisoprolol Rat C5mg/12.5mg,N1,30 ST,FTA
02859330,Bisoprolol Rat C5mg/12.5mg,N2,50 ST,FTA
02859347,Bisoprolol Rat C5mg/12.5mg,N3,100 ST,FTA
02859353,Bisoprolol Rat Co10mg/25mg,N1,30 ST,FTA
02859376,Bisoprolol Rat Co10mg/25mg,N2,50 ST,FTA
02859382,Bisoprolol Rat Co10mg/25mg,N3,100 ST,FTA
02859413,Bromhexin K M Tabl 12mg,N1,20 ST,TAB
02859442,Bromhexin K M Tabl 12mg,N2,50 ST,TAB
02859666,Ass Gamma 75mg Tabletten,N2,50 ST,TAB
02859672,Ass Gamma 75mg Tabletten,N3,100 ST,TAB
02859703,Abtei Nasenpflegeoel,,20 ML,NAS
02859867,Baldrian Dispert Nacht Z E,,25 ST,UTA
02859873,Baldrian Dispert Nacht Z E,,50 ST,UTA
02859904,Baldrian Dispert Tag,,40 ST,UTA
02859910,Baldrian Dispert Tag,,100 ST,UTA
02860178,Livocab Nasenspray-Eurimpharm ,,15 ML,NAS
02860184,Clexane 4000 IE 40mg 0.4ml-Eurimpharm ,,2 ST,ILO
02860362,Blopress 8mg-Eurimpharm ,N3,98 ST,TAB
02860416,Dipentum 500mg-Beragena ,N2,100 ST,TAB
02860422,Dipentum 500mg-Beragena ,N3,300 ST,TAB
02860439,Requip 1.0mg-Beragena ,N1,21 ST,FTA
02860445,Requip 1.0mg-Beragena ,N3,84 ST,FTA
02860451,Requip 2.0mg-Beragena ,N3,84 ST,FTA
02860468,Requip 5.0mg-Beragena ,N3,84 ST,FTA
02860511,Procain Loges 1% Ilo,,5X2 ML,AMP
02860528,Procain Loges 1% Ilo,N3,50X2 ML,AMP
02860534,Procain Loges 1% Ilo,,200X2 ML,AMP
02860540,Procain Loges 1% Ifl,N3,100 ML,IFL
02860557,Procain Loges 1% Ifl,,10X100 ML,IFL
02860617,Vitamin B 12 Loges Ilo,N1,5X2 ML,AMP
02860623,Vitamin B 12 Loges Ilo,,50X2 ML,AMP
02860646,Vitamin B 12 Loges Ilo,,200X2 ML,AMP
02860876,Buscopan Plus-Emra-Med ,N1,20 ST,FTA
02861663,Natriumchlorid 0.9% Sp Lsg,,4X3000 ML,SPL
02861686,Natriumchlorid 0.9% Sp Lsg,,2X5000 ML,SPL
02875576,Genotropin Miniquick 0.6mg-kohlpharma ,,4X7 ST,FER
02876819,Beriate 2000IE,N1,1 P,PLH
02877546,Budesonid Acis Nasenspray,N2,10 ML,NAS
02877983,Selenase T Pro Injectione,N2,10X20 ML,ILO
02878209,Optive Ud,,10X0.4 ML,ATR
02878215,Optive Ud,,30X0.4 ML,ATR
02878221,Optive Ud,,60X0.4 ML,ATR
02878244,Eligard 22.5mg-Orifarm ,N1,1 ST,PLI
02878267,Pulmozyme Loes Z Inhalatio-Orifarm ,N2,30 ST,LOV
02879166,Suplasyn-Actipart ,,1 ST,FER
02880525,Antifungol HEXAL Creme,KP,25 G,CRE
02880531,Fluconazol HEXAL 2mg/ml,N2,5X50 ML,INF
02880850,Sustiva 600mg-Cc-Pharma ,N2,30 ST,FTA
02880991,Fluconazol HEXAL 2mg/ml,N2,5X100 ML,INF
02881016,Fluconazol HEXAL 2mg/ml,N2,5X200 ML,INF
02881335,Synvisc-Actipart ,,1 ST,SPA
02881341,Synvisc-Actipart ,,3 ST,SPA
02882760,Nasic O K,N1,10 ML,NAS
02882777,Nasic Fuer Kinder O K,N1,10 ML,SPR
02883096,Actos 15mg,KP,56 ST,TAB
02883647,Insuman Comb 25 100i E/ml-Aca ,N1,5X3 ML,ZAM
02883653,Insuman Comb 25 100i E/ml-Aca ,N2,10X3 ML,ZAM
02883676,Insuman Rapid 100 IE/ml-Aca ,N1,5X3 ML,ZAM
02883682,Insuman Rapid 100 IE/ml-Aca ,N2,10X3 ML,ZAM
02885592,Suplasyn-Actipart ,,5 ST,FER
02886048,Nac Axcount 200 Akut,N1,20 ST,BTA
02886054,Nac Axcount 600 Akut,,10 ST,BTA
02886060,Nac Axcount 600 Akut,N1,20 ST,BTA
02886083,Diblocin Pp 4mg,N3,100 ST,RET
02886143,Vitamin B12 Sanum,N2,10X1 ML,ILO
02886166,Vitamin B12 Sanum,,50X1 ML,ILO
02886203,Zyvoxid 600mg,KP,10 ST,FTA
02886396,Risperdal Consta 37.5mg-Orifarm ,N3,5 ST,PLI
02887467,Lipidavit Sl Forte,N1,50 ST,KAP
02887473,Lipidavit Sl Forte,N2,100 ST,KAP
02887504,Fragmin P-Emra-Med ,,100 ST,FER
02887510,Reyataz 200mg Hartkapseln-Emra-Med ,N2,60 ST,HKP
02887668,Dronabinol Bionoricaethics,,100 MG,SUB
02887705,Dronabinol Bionoricaethics,,150 MG,SUB
02887711,Dronabinol Bionoricaethics,,250 MG,SUB
02887740,Dronabinol Bionoricaethics,,300 MG,SUB
02887757,Dronabinol Bionoricaethics,,500 MG,SUB
02887763,Dronabinol Bionoricaethics,,1 G,SUB
02887786,Dronabinol Bionoricaethics,,2500 MG,SUB
02889561,Ramipril 1A Ph Plu2.5/12.5,N1,20 ST,TAB
02889578,Ramipril 1A Ph Plu2.5/12.5,N2,50 ST,TAB
02889584,Ramipril 1A Ph Plu2.5/12.5,N3,100 ST,TAB
02889590,Ramipril 1A Ph Plus 5mg/25,N1,20 ST,TAB
02889609,Ramipril 1A Ph Plus 5mg/25,N2,50 ST,TAB
02889615,Ramipril 1A Ph Plus 5mg/25,N3,100 ST,TAB
02889621,Gyno-Mykotral M 8 Applikat,N2,50 G,VCR
02891196,Xipamid Heumann 20mg,N2,50 ST,TAB
02891204,Xipamid Heumann 20mg,N3,100 ST,TAB
02891658,Travex One 150mg,N3,100 ST,RET
02891813,Xipamid Heumann 40mg,N2,50 ST,TAB
02891902,Xipamid Heumann 40mg,N3,100 ST,TAB
02891954,Travex One 200mg,N3,100 ST,RET
02892089,Travex One 300mg,N3,100 ST,RET
02892178,Mirtazapin Heumann 15mg,N1,20 ST,FTA
02892238,Mirtazapin Heumann 15mg,N2,50 ST,FTA
02892267,Travex One 400mg,N3,100 ST,RET
02892327,Mirtazapin Heumann 30mg,N1,20 ST,FTA
02892333,Mirtazapin Heumann 30mg,N2,50 ST,FTA
02892439,Mirtazapin Heumann 30mg,N3,100 ST,FTA
02892528,Mirtazapin Heumann 45mg,N1,20 ST,FTA
02892586,Mirtazapin Heumann 45mg,N2,50 ST,FTA
02892652,Mirtazapin Heumann 45mg,N3,100 ST,FTA
02893829,Goldgeist Forte,N2,250 ML,FLU
02893887,Apovital Apocetamol 500,N2,20 ST,TAB
02894148,Biotin HEXAL 10mg,N3,100 ST,TAB
02894295,CaptoHEXAL 25,KP,40 ST,TAB
02894303,CaptoHEXAL 50,KP,40 ST,TAB
02894355,Ducray Kelual Ds Anti Schu,,100 ML,SHA
02894556,Actos 45mg,KP,56 ST,TAB
02895030,Morphin AL 10 Retard,N3,100 ST,RET
02895047,Morphin AL 10 Retard,N2,50 ST,RET
02895076,Morphin AL 10 Retard,N1,20 ST,RET
02895082,Morphin AL 100 Retard,N3,100 ST,RET
02895099,Morphin AL 100 Retard,N2,50 ST,RET
02895142,Morphin AL 30 Retard,N3,100 ST,RET
02895165,Morphin AL 30 Retard,N2,50 ST,RET
02895171,Morphin AL 30 Retard,N1,20 ST,RET
02895188,Morphin AL 60 Retard,N3,100 ST,RET
02895194,Morphin AL 60 Retard,N2,50 ST,RET
02895308,Uromed Kath Besteck 1561,,1 ST,KPG
02895337,Carvedilol 6.25 Aaa Pharma,N1,30 ST,FTA
02895432,Carvedilol 6.25 Aaa Pharma,N3,100 ST,FTA
02895449,Carvedilol 12.5 Aaa Pharma,N1,30 ST,FTA
02895484,Carvedilol 12.5 Aaa Pharma,N2,50 ST,FTA
02895490,Carvedilol 12.5 Aaa Pharma,N3,100 ST,FTA
02895573,Carvedilol 25mg Aaa Pharma,N1,30 ST,FTA
02895610,Carvedilol 25mg Aaa Pharma,N2,50 ST,FTA
02895656,Carvedilol 25mg Aaa Pharma,N3,100 ST,FTA
02897394,Exhirud Heparin 60000IE,N1,40 G,SAL
02897419,Exhirud Heparin 60000IE,N2,100 G,SAL
02897448,Exhirud Heparin 60000IE,N1,40 G,GEL
02897483,Exhirud Heparin 60000IE,N2,100 G,GEL
02897744,Ovoplex 30/150-Emra-Med ,N1,21 ST,UTA
02897767,Ovoplex 30/150-Emra-Med ,N2,3X21 ST,UTA
02897773,Methergin-Emra-Med ,N2,5X1 ML,AMP
02898330,Berlosin,N3,50 ST,TAB
02898407,Berlosin 1000mg,N2,30 ST,SUP
02899269,Pamorelin La 11.25mg,N1,1 ST,TRS
02900699,Maalox 25 Mval-Emra-Med ,N1,20 ST,KTA
02900707,Maalox 25 Mval-Emra-Med ,N2,50 ST,KTA
02900794,Maalox 25 Mval-Emra-Med ,N3,100 ST,KTA
02900802,Botox 100 E Allergan-Emra-Med ,N1,1 ST,PIJ
02903640,Ribosofol 50mg/ml,N1,100 MG,IIL
02903657,Ribosofol 50mg/ml,N1,500 MG,IIL
02903663,Ribosofol 50mg/ml,N1,1000 MG,IIL
02904639,Kamillosan Ocean Nasendusc,,100 ML,   
02904711,Albothyl Vaginalzaepfchen,,6 ST,VSU
02904734,Atracurium Hexal25mg/2.5ml,N1,5 ST,IIL
02904740,Atracurium HEXAL 50mg/5ml,N1,5 ST,IIL
02904757,Cabergolin HEXAL 0.5mg,N1,2 ST,TAB
02904763,Cabergolin HEXAL 0.5mg,N2,8 ST,TAB
02904786,Cabergolin HEXAL 0.5mg,N3,30 ST,TAB
02904846,Cabergolin HEXAL 1mg,N1,40 ST,TAB
02904869,Cabergolin HEXAL 1mg,N3,100 ST,TAB
02904935,Terbinafinhyd STADA 10mg/G,N1,15 G,CRE
02904941,Terbinafinhyd STADA 10mg/G,N2,30 G,CRE
02907879,Rebetol 200mg Hartkapseln-Mevita ,N3,168 ST,KAP
02911361,Coaprovel 300mg/25mg,N1,28 ST,FTA
02912490,Coaprovel 300mg/25mg,N2,56 ST,FTA
02912509,Coaprovel 300mg/25mg,N3,98 ST,FTA
02912604,Rheunervol M Creme,,100 G,CRE
02913093,Diclo 75 Sl 1A Pharma,N1,20 ST,RET
02913101,Diclo 75 Sl 1A Pharma,N2,50 ST,RET
02913118,Diclo 75 Sl 1A Pharma,N3,100 ST,RET
02913880,Milgamma 300mg Filmtabl,N1,30 ST,FTA
02913897,Milgamma 300mg Filmtabl,N2,60 ST,FTA
02913905,Milgamma 300mg Filmtabl,,90 ST,FTA
02914891,Muse 250µg,N2,6X1 ST,STB
02918239,Levodop-Neurax 100/25 mg,N3,200 ST,TAB
02918245,Levodop-Neurax 200/50 mg,N3,200 ST,TAB
02918251,Levodop-Neurax 100/25 Ret,N3,200 ST,RET
02918268,Levodop-Neurax 200/50 Ret,N3,200 ST,RET
02918274,Simvastatin 1A Pharma 80mg,N1,30 ST,FTA
02918280,Simvastatin 1A Pharma 80mg,N2,50 ST,FTA
02918297,Simvastatin 1A Pharma 80mg,N3,100 ST,FTA
02918601,Prezista 400mg,N2,60 ST,FTA
02918618,Prezista 600mg,N2,60 ST,FTA
02918630,Prezista 150mg Filmtabl,,240 ST,FTA
02918647,Prezista 75mg Filmtabl,,480 ST,FTA
02918713,Wartec Creme 0.15%-Eurimpharm ,N1,5 G,CRE
02918736,Valette-Eurimpharm ,N2,3X21 ST,UTA
02919492,Euvegal 320/160mg,,25 ST,FTA
02919500,Euvegal 320/160mg,,50 ST,FTA
02919658,Niquitin Clear 7mg,,7 ST,PFT
02919664,Niquitin Clear 14mg,,7 ST,PFT
02919670,Niquitin Clear 21mg,,7 ST,PFT
02922554,Clindamycin ratio 300/2ml,N2,5 ST,AMP
02922577,Fentanyl ratio 50µg/ml,N1,5X2 ML,ILO
02922583,Fentanyl ratio 50µg/ml,N1,5X10 ML,ILO
02923542,Symbicort Tur 80/4.5µg120e,N3,3 ST,IHP
02927310,Uromed Cyst Weka 302718,,1 ST,KAT
02927327,Uromed Cyst Weka 302720,,1 ST,KAT
02931493,Aknenormin 10mg,N1,30 ST,WKA
02931530,Aknenormin 20mg,N1,30 ST,WKA
02933090,Roche Posay Toleriane Neu,,40 ML,CRE
02934669,Dermabond Hvd Top Hautkleb,,12 ST,AMP
02934942,Dermasence Medizinal Shamp,,200 ML,SHA
02935002,Dermasence Milchserum Sham,,200 ML,SHA
02935019,Dermasence Haircare Shamp,,200 ML,SHA
02935031,Dermasence Wasch U Duschl,,200 ML,XDG
02935077,Pravastatin - CT 20mg Tabl,N3,100 ST,TAB
02935108,Dermasence Skinpro Lipo,,200 ML,XPK
02935120,Dermasence Skinpro Lipo,,500 ML,XPK
02935189,Dermasence Cream Deo,,50 ML,XPK
02935195,Dermasence Adtop Creme,,250 ML,CRE
02935232,Dermasence Adtop Creme,,50 ML,CRE
02935278,Pravastatin - CT 40mg Tabl,N3,100 ST,TAB
02935410,Dexa Ophtal,N2,10 ML,ATR
02935427,Dexa Ophtal Sine,N1,10X0.5 ML,ATR
02935433,Dexa Ophtal Sine,N3,50X0.5 ML,ATR
02937320,Noba Dialyse Unterla 20x40,,200 ST,   
02937372,Glimepirid HEXAL 1mg,N3,180 ST,TAB
02937389,Glimepirid HEXAL 2mg,N3,180 ST,TAB
02937395,Glimepirid HEXAL 3mg,N3,180 ST,TAB
02937403,Glimepirid HEXAL 4mg,N3,180 ST,TAB
02937509,Glimepirid HEXAL 6mg,N3,180 ST,TAB
02937521,GlibenHEXAL 3.5,N3,180 ST,TAB
02937538,Metformin HEXAL 500mg,N3,180 ST,FTA
02937544,Metformin HEXAL 850mg,N3,180 ST,FTA
02937550,Metformin HEXAL 1000mg,N3,180 ST,FTA
02937739,Nasal Spa Nasenspray,,20 ML,NAS
02937745,Nasal Spa Nasendusche+6btl,,1 P,KPG
02937751,Nasal Spa Nasenspuelsalz,,30X2 G,SLZ
02940718,Teufelskralle ratiopharm,N1,20 ST,FTA
02940724,Teufelskralle ratiopharm,N2,50 ST,FTA
02940730,Teufelskralle ratiopharm,N3,100 ST,FTA
02940747,Teufelskralle ratiopharm,,200 ST,FTA
02940799,Hirudoid Salbe 300mg,N2,100 G,SAL
02943711,Lotriderm-Emra-Med ,N1,30 G,CRE
02943823,Lotriderm-Emra-Med ,,60 G,CRE
02943869,Amisulpridlich 50mg Tabl,N2,50 ST,TAB
02943898,Amisulpridlich 50mg Tabl,N3,100 ST,TAB
02943906,Amisulpridlich 100mg Tabl,N1,20 ST,TAB
02943912,Amisulpridlich 100mg Tabl,N2,50 ST,TAB
02943929,Amisulpridlich 100mg Tabl,N3,100 ST,TAB
02944142,Amisulpridlich 200mg Tabl,N2,50 ST,TAB
02944159,Amisulpridlich 200mg Tabl,N3,100 ST,TAB
02944165,Amisulpridlich 400mg Filmt,N1,20 ST,FTA
02944320,Amisulpridlich 400mg Filmt,N2,50 ST,FTA
02944337,Amisulpridlich 400mg Filmt,N3,100 ST,FTA
02945383,Optiderm-Beragena ,N1,50 G,CRE
02945408,Optiderm-Beragena ,,100 G,CRE
02945414,Optiderm F-Beragena ,N1,50 G,CRE
02945420,Optiderm F-Beragena ,,100 G,CRE
02945590,Optiderm F-Beragena ,,200 G,CRE
02946313,Havrix 1440 Impfdosis-Aca ,N1,1 ST,ISU
02946431,Isotone Nacl Lsg 0.9%oa Gl,N2,10X100 ML,ILO
02946655,Isotone Nacl Lsg 0.9% Bc,N2,10X100 ML,ILO
02947287,Pravastatin dura 10mg Tabl,N3,100 ST,TAB
02947465,Pravastatin dura 20mg Tabl,N2,50 ST,TAB
02947471,Pravastatin dura 20mg Tabl,N3,100 ST,TAB
02948105,Daivonex Creme-Emra-Med ,N3,120 G,CRE
02948625,Tamiflu 30mg,N1,10 ST,HKP
02948973,Cystinol N Loesung,,100 ML,LOE
02948996,Cystinol N Loesung,,200 ML,LOE
02949004,Actrapid Penfill Zam-kohlpharma ,N1,5X3 ML,ZAM
02949180,Ovoplex 30/150-kohlpharma ,N2,3X21 ST,UTA
02949197,Optiderm-kohlpharma ,N1,50 G,CRE
02949205,Optiderm-kohlpharma ,,100 G,CRE
02949211,Inspra 25mg Filmtabletten,N1,20 ST,FTA
02949228,Inspra 25mg Filmtabletten,N2,50 ST,FTA
02949234,Inspra 25mg Filmtabletten,N3,100 ST,FTA
02949240,Inspra 25mg Filmtabletten,KP,10X20 ST,FTA
02949263,Inspra 50mg Filmtabletten,N1,20 ST,FTA
02949286,Inspra 50mg Filmtabletten,N2,50 ST,FTA
02949292,Inspra 50mg Filmtabletten,N3,100 ST,FTA
02949599,Tamiflu 45mg,N1,10 ST,HKP
02950007,Bad Heilbr Anti Stress Tee,,8X1.75 G,FBE
02950852,Ebastel 20mg Filmtabletten-Eurimpharm ,N3,100 ST,FTA
02950869,Ebastel 10mg Filmtabletten-Eurimpharm ,N3,100 ST,FTA
02950881,Furosemid 250 1A Pharma,N1,20 ST,TAB
02950898,Furosemid 250 1A Pharma,N2,50 ST,TAB
02950906,Furosemid 250 1A Pharma,N3,100 ST,TAB
02950958,Metformin 500-1A Pharma,N3,180 ST,FTA
02950964,Metformin 850-1A Pharma,N3,180 ST,FTA
02950970,Metformin 1000-1A Pharma,N3,180 ST,FTA
02951047,Aerius 0.5mg/ml Z Einnehm-kohlpharma ,N1,60 ML,LSE
02951053,Aerius 0.5mg/ml Z Einnehm-kohlpharma ,N2,150 ML,LSE
02951107,Enaplus AL 10mg/25mg Tabl,N3,100 ST,TAB
02951260,Enaplus AL 10mg/25mg Tabl,N2,50 ST,TAB
02951277,Enaplus AL 10mg/25mg Tabl,N1,30 ST,TAB
02952615,Pulmicort Nasalaqua64µg120-Eurimpharm ,N1,1 ST,NDS
02952621,Eligard 22.5mg-Eurimpharm ,N1,1 ST,PLI
02952644,Euthyrox 100µg-Eurimpharm ,N3,100 ST,TAB
02952785,Adartrel 0.5mg Filmtabl-Eurimpharm ,N3,84 ST,FTA
02952816,Metoprololsu dura 23.75mg,N3,100 ST,RET
02952845,Metoprololsu dura 47.5mg,N3,100 ST,RET
02952940,Adartrel 2mg Filmtabl-Eurimpharm ,N3,84 ST,FTA
